馬名,日付,開催,天気,レース名,馬番,人気,着順,騎手,距離,状態,タイム
ブラヴール,2021/01/14,船橋,晴,チバテレ盃(OP),9,4,5,本橋孝太,ダ1700,良,1:49.1
ブラヴール,2020/08/19,大井,晴,黒潮盃競走(G),15,1,11,本橋孝太,ダ1800,良,1:55.2
ブラヴール,2020/07/08,大井,曇,ジャパンダートダービ(G1),7,9,4,本橋孝太,ダ2000,重,2:07.6
ブラヴール,2020/04/29,大井,晴,羽田盃競走(G),2,2,2,本橋孝太,ダ1800,稍,1:53.7
ブラヴール,2020/03/18,大井,晴,京浜盃競走(G),4,8,1,本橋孝太,ダ1700,稍,1:48.7
ブラヴール,2020/02/27,大井,晴,クラシックトライアル,10,3,1,本橋孝太,ダ1800,良,1:57.5
ブラヴール,2020/02/12,船橋,曇,ベストレイン特別,1,1,2,本橋孝太,ダ1800,良,1:59.1
ブラヴール,2020/01/29,川崎,晴,ジョイホース浜松開設,6,3,2,本橋孝太,ダ1600,不,1:43.9
ブラヴール,2020/01/01,川崎,晴,2020幕開け特別,2,2,2,笹川翼,ダ1500,良,1:37.0
ブラヴール,2019/12/13,船橋,曇,カトレアデビュー,5,2,1,町田直希,ダ1000,稍,1:01.5
トキノソマリ,2021/04/20,川崎,晴,C2四　五,11,1,2,加藤和博,ダ1400,重,1:31.1
トキノソマリ,2021/04/06,船橋,晴,ヤマザクラ2200,10,1,10,加藤和博,ダ2200,不,2:31.0
トキノソマリ,2021/03/16,船橋,晴,馬い!明日開催池尻軒,10,2,2,加藤和博,ダ1500,良,1:36.7
トキノソマリ,2021/02/12,船橋,曇,馬い!?海苔は飯塚・,8,2,1,加藤和博,ダ1500,良,1:37.2
トキノソマリ,2020/12/14,水沢,小雪,C2七組,7,1,1,高松亮,ダ1300,重,1:22.4
トキノソマリ,2020/11/30,水沢,晴,C2八組,2,1,2,高松亮,ダ1300,重,1:23.1
トキノソマリ,2020/07/04,4阪神1,曇,3歳未勝利,6,10,14,松若風馬,芝2400,重,2:34.5
トキノソマリ,2020/06/13,3阪神3,曇,3歳未勝利,3,4,6,幸英明,ダ1800,不,1:53.9
トキノソマリ,2020/04/12,2阪神6,雨,3歳未勝利,5,4,7,松山弘平,ダ1800,良,1:55.7
トキノソマリ,2020/03/20,1阪神7,晴,3歳新馬,12,2,3,松山弘平,ダ1800,良,1:56.6
フルデプスリーダー,2021/02/13,1東京5,晴,4歳以上2勝クラス,10,1,2,戸崎圭太,ダ1600,良,1:36.8
フルデプスリーダー,2020/11/29,5東京9,曇,シャングリラ賞(2勝クラス),13,2,2,ルメール,ダ1600,良,1:36.6
フルデプスリーダー,2020/10/17,4東京3,雨,3歳以上2勝クラス,6,2,4,ルメール,ダ1600,重,1:36.0
フルデプスリーダー,2020/05/17,2東京8,晴,青竜S(OP),9,5,5,Ｍ．デム,ダ1600,良,1:36.6
フルデプスリーダー,2020/04/26,2東京2,晴,3歳1勝クラス,12,1,1,Ｍ．デム,ダ1600,良,1:37.1
フルデプスリーダー,2019/11/17,5東京6,晴,2歳未勝利,14,1,1,Ｍ．デム,ダ1600,良,1:38.9
フルデプスリーダー,2019/06/15,3阪神5,曇,2歳新馬,5,2,3,松山弘平,ダ1200,重,1:13.6
スマイリング,2020/07/18,佐賀,曇,ウーマんチャンス,9,7,8,金山昇馬,ダ900,良,0:57.3
スマイリング,2020/07/04,佐賀,曇,3歳ー10組,6,8,8,川島拓,ダ1400,重,1:34.7
スマイリング,2020/06/20,佐賀,晴,ウーマんチャンス,7,12,11,川島拓,ダ900,稍,0:58.3
スマイリング,2020/06/06,佐賀,曇,3歳ー10組,4,12,9,川島拓,ダ1400,良,1:36.3
スマイリング,2020/05/23,佐賀,晴,ウーマんチャンス,12,11,6,吉本隆記,ダ900,良,0:57.5
スマイリング,2020/05/09,佐賀,雨,ドリームシリーズ,6,10,5,川島拓,ダ900,稍,0:57.6
スマイリング,2020/04/25,佐賀,晴,ウーマんチャンス,8,9,10,吉本隆記,ダ900,良,0:59.4
スマイリング,2020/04/11,佐賀,曇,ドリームシリーズ,6,12,11,川島拓,ダ900,良,0:58.2
スマイリング,2020/03/28,佐賀,雨,ウーマんチャンス,3,9,11,川島拓,ダ900,不,0:58.2
スマイリング,2020/03/14,佐賀,晴,ドリームシリーズ,4,5,9,川島拓,ダ900,良,0:57.7
スマイリング,2020/03/01,佐賀,雨,ウーマんチャンス,4,6,7,長田進仁,ダ900,不,0:57.0
スマイリング,2020/02/16,佐賀,曇,ドリームシリーズ,2,8,7,長田進仁,ダ900,不,0:57.4
スマイリング,2020/02/02,佐賀,曇,ウーマんチャンス,8,7,7,長田進仁,ダ900,重,0:57.7
スマイリング,2020/01/03,佐賀,曇,お年玉ドリームシリー,10,3,9,長田進仁,ダ900,重,0:58.6
スマイリング,2019/12/22,佐賀,雨,2歳ー6組,5,4,7,川島拓,ダ1400,重,1:35.9
スマイリング,2019/11/24,佐賀,雨,2歳ー4組,8,10,7,川島拓,ダ1300,稍,1:27.2
スマイリング,2019/10/09,門別,晴,2歳未勝利(未勝利),10,11,10,岩橋勇二,ダ1600,不,1:47.1
スマイリング,2019/09/26,門別,晴,2歳牝馬未勝利(未勝利),8,8,12,井上俊彦,ダ1000,重,1:04.7
スマイリング,2019/09/10,門別,晴,2歳未勝利(未勝利),7,6,7,小野楓馬,ダ1600,良,1:50.3
スマイリング,2019/08/22,門別,曇,2歳牝馬未勝利(未勝利),1,10,12,井上俊彦,ダ1000,稍,1:05.7
スマイリング,2019/08/08,門別,曇,ひだかうまキッズ探検(未勝利),12,10,10,井上俊彦,ダ1000,良,1:05.1
スマイリング,2019/07/25,門別,曇,2歳未勝利(未勝利),4,7,7,加藤誓二,ダ1000,良,1:04.8
スマイリング,2019/07/04,門別,曇,2歳未勝利(未勝利),4,9,13,井上俊彦,ダ1200,稍,1:18.9
スマイリング,2019/06/20,門別,曇,JRA認定フレッシュ(新馬),2,6,6,井上俊彦,ダ1000,良,1:05.2
セイショウパイロ,2021/04/05,船橋,曇,C3六　七,1,3,1,石崎駿,ダ1200,不,1:15.8
セイショウパイロ,2020/10/20,門別,晴,北のフルーツ王国よい,5,3,1,宮崎光行,ダ1700,稍,1:51.3
セイショウパイロ,2020/09/23,門別,曇,ひだか樹魂まつり賞,10,4,1,宮崎光行,ダ1600,稍,1:43.2
セイショウパイロ,2020/09/08,門別,晴,3歳以上C3ー3C4,7,4,4,宮崎光行,ダ1200,稍,1:15.4
セイショウパイロ,2020/08/19,門別,晴,3歳以上C4ー4,1,2,1,宮崎光行,ダ1200,良,1:15.7
セイショウパイロ,2020/07/21,門別,雨,3歳以上C4ー6,7,1,2,五十嵐冬,ダ1200,良,1:17.0
セイショウパイロ,2020/07/07,門別,雨,3歳以上C4ー6,2,1,4,五十嵐冬,ダ1000,稍,1:04.0
セイショウパイロ,2019/11/17,5東京6,晴,2歳新馬,2,8,7,吉田豊,ダ1400,良,1:29.1
メルテッドハニー,2021/02/13,1東京5,晴,4歳以上1勝クラス,7,6,8,江田照男,ダ1400,良,1:25.7
メルテッドハニー,2021/01/30,1東京1,晴,4歳以上1勝クラス,9,3,3,柴田善臣,ダ1400,重,1:24.3
メルテッドハニー,2021/01/17,1小倉2,晴,4歳以上1勝クラス,7,9,2,木幡育也,ダ1000,稍,0:59.4
メルテッドハニー,2020/11/08,3福島4,晴,3歳以上1勝クラス,10,7,2,秋山稔樹,芝1200,良,1:09.9
メルテッドハニー,2020/11/01,4東京8,晴,3歳以上1勝クラス,10,10,11,江田照男,芝1400,良,1:23.0
メルテッドハニー,2020/10/10,4東京1,雨,3歳以上1勝クラス,14,16,2,江田照男,芝1400,不,1:26.1
メルテッドハニー,2020/08/29,3新潟5,晴,3歳以上1勝クラス,5,9,17,柴田善臣,芝1400,良,1:23.3
メルテッドハニー,2020/05/02,1福島7,晴,しゃくなげ賞(1勝クラス),2,2,10,斎藤新,芝1200,良,1:10.1
メルテッドハニー,2020/03/15,1阪神6,晴,フィリーズレビュー(G2),4,16,6,斎藤新,芝1400,稍,1:21.5
メルテッドハニー,2020/02/29,1阪神1,雨,マーガレットS(L),8,11,2,松山弘平,芝1200,良,1:09.5
メルテッドハニー,2020/02/15,1東京5,曇,デイリー杯クイーンC(G3),2,14,13,柴田善臣,芝1600,良,1:35.5
メルテッドハニー,2019/10/27,3新潟6,雨,2歳未勝利,2,7,1,山田敬士,芝1400,稍,1:22.9
メルテッドハニー,2019/10/05,4東京1,晴,2歳未勝利,10,6,3,岩田望来,芝1400,良,1:22.5
メルテッドハニー,2019/08/17,2新潟7,曇,2歳未勝利,16,11,9,木幡育也,芝1600,良,1:37.2
メルテッドハニー,2019/08/04,2新潟4,晴,2歳未勝利,2,8,7,山田敬士,芝1600,良,1:36.4
カシノレボルシオン,2020/07/25,2新潟1,曇,3歳未勝利,10,15,15,藤懸貴志,ダ1200,稍,1:16.8
カシノレボルシオン,2019/12/21,5阪神7,晴,2歳未勝利,15,16,16,藤井勘一,ダ1800,稍,2:00.6
カシノレボルシオン,2019/11/09,3福島3,晴,2歳新馬,2,9,14,藤井勘一,芝2000,良,2:08.4
キクノキング,2021/04/03,佐賀,曇,C2ー15組,1,2,2,石川慎将,ダ1300,良,1:24.6
キクノキング,2021/03/20,佐賀,曇,C2ー23組,4,1,1,石川慎将,ダ1300,良,1:25.9
キクノキング,2021/03/06,佐賀,曇,C2ー24組,9,4,2,石川慎将,ダ1300,不,1:25.8
キクノキング,2020/12/22,金沢,曇,C26,6,2,6,田知弘久,ダ1500,不,1:39.9
キクノキング,2020/12/15,金沢,曇,C28,2,2,3,田知弘久,ダ1500,不,1:40.8
キクノキング,2020/08/01,2新潟3,晴,3歳未勝利,7,18,18,太宰啓介,芝2200,稍,2:18.0
キクノキング,2020/06/13,3阪神3,曇,3歳未勝利,10,11,11,幸英明,ダ1800,不,1:55.6
キクノキング,2020/04/19,2阪神8,曇,3歳未勝利,6,18,16,加藤祥太,芝1600,稍,1:37.5
キクノキング,2020/02/22,1東京7,晴,3歳新馬,3,8,11,池添謙一,芝1800,良,1:53.1
ルリマツリムーン,2021/02/09,名古屋,晴,C21組,5,1,1,大畑雅章,ダ1400,良,1:33.3
ルリマツリムーン,2021/01/27,名古屋,晴,乙川特別,2,2,7,大畑雅章,ダ1400,不,1:32.8
ルリマツリムーン,2021/01/14,名古屋,晴,堀川特別,6,1,3,大畑雅章,ダ1600,良,1:48.3
ルリマツリムーン,2021/01/01,名古屋,晴,第5回・北区に集いし,8,1,1,大畑雅章,ダ1400,稍,1:34.0
ルリマツリムーン,2020/12/22,名古屋,晴,C25組,6,2,1,大畑雅章,ダ1400,良,1:33.5
ルリマツリムーン,2020/12/07,名古屋,晴,C20組,1,2,7,大畑雅章,ダ1400,良,1:34.5
ルリマツリムーン,2020/11/25,名古屋,晴,C20組,3,3,2,大畑雅章,ダ1400,良,1:33.9
ルリマツリムーン,2020/07/26,2新潟2,曇,3歳未勝利,4,18,12,富田暁,芝2000,良,2:02.6
ルリマツリムーン,2020/05/16,3京都7,雨,3歳未勝利,5,14,11,加藤祥太,芝2000,稍,2:05.5
ルリマツリムーン,2020/04/11,2阪神5,晴,3歳未勝利,14,16,15,加藤祥太,ダ1800,良,2:02.2
アンザンタカヒロ,2021/04/25,金沢,晴,C212,5,4,5,田知弘久,ダ1400,良,1:35.4
アンザンタカヒロ,2021/04/11,金沢,晴,C211,5,8,5,田知弘久,ダ1400,良,1:35.0
ソフィスティケイト,2021/04/28,園田,雨,C1,12,5,4,下原理,ダ1400,稍,1:33.1
ソフィスティケイト,2021/04/16,園田,曇,ナズナ賞C1一,7,3,6,下原理,ダ1400,良,1:33.0
ソフィスティケイト,2021/04/01,姫路,晴,ミヤコワスレ賞C1一,5,6,3,山田雄大,ダ1400,良,1:32.4
ソフィスティケイト,2021/03/18,姫路,晴,C1一,7,9,4,下原理,ダ1400,良,1:32.4
ソフィスティケイト,2021/03/04,姫路,曇,C1一,11,4,5,下原理,ダ1400,稍,1:33.6
ソフィスティケイト,2021/02/18,姫路,晴,C1一,1,3,4,下原理,ダ1400,良,1:33.1
ソフィスティケイト,2021/01/26,姫路,曇,C1二,4,3,3,下原理,ダ1400,稍,1:32.7
ソフィスティケイト,2021/01/15,姫路,晴,ロウバイ賞C1,4,6,7,下原理,ダ1500,良,1:38.6
ソフィスティケイト,2020/12/29,園田,晴,C2一,9,3,1,下原理,ダ1400,稍,1:33.8
ソフィスティケイト,2020/12/17,園田,晴,C2三,3,3,1,下原理,ダ1400,良,1:33.8
ソフィスティケイト,2020/11/26,園田,晴,C3一,2,6,2,大山真吾,ダ1400,良,1:33.6
ソフィスティケイト,2020/10/28,園田,晴,C3二,10,6,6,山田雄大,ダ1400,良,1:34.2
ソフィスティケイト,2020/10/15,園田,晴,C2三,3,9,8,山田雄大,ダ1400,良,1:36.4
ソフィスティケイト,2020/10/01,園田,晴,C2二,10,7,10,保園翔也,ダ1400,良,1:39.0
ソフィスティケイト,2020/09/17,園田,曇,C2一,4,5,10,山田雄大,ダ1400,良,1:36.3
ソフィスティケイト,2020/05/24,1新潟6,晴,3歳未勝利,8,11,6,菊沢一樹,ダ1200,良,1:13.3
モリデンスター,2021/04/21,川崎,晴,零れ桜特別,8,11,9,保園翔也,ダ1500,稍,1:35.6
モリデンスター,2021/04/02,浦和,曇,芝桜特別,6,9,10,保園翔也,ダ1500,良,1:37.7
モリデンスター,2021/03/18,船橋,晴,駿春スプリント,12,4,7,保園翔也,ダ1200,良,1:15.5
モリデンスター,2021/02/25,浦和,晴,マルチフレンド特別,3,7,8,保園翔也,ダ1400,良,1:30.1
モリデンスター,2021/02/04,浦和,晴,マルチウイン特別,7,6,5,保園翔也,ダ1400,稍,1:29.7
モリデンスター,2021/01/11,船橋,曇,房総スプリント,5,7,1,保園翔也,ダ1200,良,1:13.9
モリデンスター,2020/12/22,浦和,晴,師走特別,1,6,11,繁田健一,ダ1400,良,1:31.2
モリデンスター,2020/12/08,大井,曇,九段坂賞競走,2,8,11,町田直希,ダ1200,良,1:14.7
モリデンスター,2020/11/24,浦和,曇,初霜特別,4,4,7,町田直希,ダ1400,良,1:29.4
モリデンスター,2020/06/23,大井,曇,優駿スプリント競走(G),13,16,13,和田譲治,ダ1200,不,1:14.4
モリデンスター,2020/05/19,大井,雨,優駿スプリントトライ(OP),14,10,12,町田直希,ダ1200,不,1:15.4
モリデンスター,2020/04/20,浦和,雨,若葉特別,3,3,1,町田直希,ダ1500,不,1:36.5
モリデンスター,2020/03/24,浦和,晴,若草特別,1,2,6,保園翔也,ダ1500,良,1:37.2
モリデンスター,2020/03/04,川崎,曇,椿賞(OP),2,2,9,保園翔也,ダ1600,稍,1:45.6
モリデンスター,2020/02/18,浦和,晴,若盛特別,10,1,2,保園翔也,ダ1500,稍,1:37.3
モリデンスター,2020/01/15,浦和,晴,ニューイヤーC(G),5,5,5,保園翔也,ダ1600,重,1:42.8
モリデンスター,2019/12/23,浦和,晴,ターコイズ特別,7,2,1,保園翔也,ダ1400,不,1:29.4
モリデンスター,2019/11/06,門別,曇,JRA認定ウィナーズ(OP),4,2,1,石川倭,ダ1200,良,1:13.6
モリデンスター,2019/10/23,門別,晴,JRA認定ウィナーズ,1,2,4,坂下秀樹,ダ1200,良,1:15.1
モリデンスター,2019/10/09,門別,晴,2歳3組,7,1,1,坂下秀樹,ダ1200,不,1:13.4
モリデンスター,2019/09/12,門別,晴,ホクレンパールライス,10,3,2,坂下秀樹,ダ1200,稍,1:15.2
モリデンスター,2019/08/29,門別,曇,2歳3組,2,2,2,石川倭,ダ1000,重,1:01.0
モリデンスター,2019/08/14,門別,曇,2歳未勝利(未勝利),5,5,1,石川倭,ダ1000,稍,1:01.5
モリデンスター,2019/06/20,門別,曇,JRA認定フレッシュ(新馬),8,8,7,坂下秀樹,ダ1000,良,1:05.2
モリデンナイス,2019/09/19,門別,曇,フローラルカップ〔H(G),8,10,11,松井伸也,ダ1600,良,1:49.3
モリデンナイス,2019/09/01,2札幌6,晴,すずらん賞(OP),5,14,8,落合玄太,芝1200,良,1:11.6
モリデンナイス,2019/08/13,門別,晴,JRA認定ターフチャ(OP),1,6,4,阿部龍,ダ1200,重,1:14.4
モリデンナイス,2019/07/30,門別,曇,安平町道の駅OP(OP),7,3,3,石川倭,ダ1200,良,1:15.1
モリデンナイス,2019/06/27,門別,曇,栄冠賞〔H2〕(G),4,6,8,松井伸也,ダ1200,良,1:16.2
モリデンナイス,2019/06/06,門別,曇,JRA認定フレッシュ(新馬),10,1,1,石川倭,ダ1200,稍,1:15.4
ワッサンハート,2021/01/19,大井,晴,C1六　七,7,5,13,服部茂史,ダ1200,良,1:16.1
ワッサンハート,2020/12/28,大井,晴,C1十　11,14,8,8,有年淳,ダ1200,良,1:15.2
ワッサンハート,2020/12/08,大井,曇,C1九　十,10,6,7,有年淳,ダ1200,良,1:15.4
ワッサンハート,2020/09/07,大井,雨,C1十　11,14,3,3,有年淳,ダ1200,不,1:15.1
ワッサンハート,2020/08/18,大井,晴,C1八　九,5,1,12,有年淳,ダ1200,良,1:14.8
ワッサンハート,2020/07/31,大井,曇,3歳　400万,14,4,2,有年淳,ダ1200,稍,1:14.5
ワッサンハート,2020/06/26,大井,曇,3歳　350万,7,3,3,有年淳,ダ1200,不,1:13.9
ワッサンハート,2020/06/03,大井,曇,3歳　275万,10,1,2,有年淳,ダ1200,良,1:15.0
ワッサンハート,2020/05/20,大井,曇,3歳　270万,4,2,4,有年淳,ダ1400,不,1:29.5
ワッサンハート,2020/05/01,大井,晴,3歳　270万,5,4,10,有年淳,ダ1600,稍,1:45.2
ワッサンハート,2020/04/08,大井,晴,3歳　210万,13,3,5,有年淳,ダ1200,良,1:15.9
ワッサンハート,2020/03/16,大井,晴,3歳　160万,12,2,2,有年淳,ダ1200,重,1:15.4
ワッサンハート,2019/11/13,大井,曇,2歳　105万,15,1,3,佐藤友則,ダ1200,良,1:16.5
ワッサンハート,2019/09/26,門別,晴,2歳未勝利(未勝利),11,1,1,服部茂史,ダ1200,重,1:14.6
ワッサンハート,2019/09/11,門別,雨,2歳未勝利(未勝利),4,4,2,服部茂史,ダ1200,稍,1:15.2
ワッサンハート,2019/08/29,門別,曇,2歳未勝利(未勝利),3,2,5,落合玄太,ダ1200,重,1:15.2
ワッサンハート,2019/08/08,門別,曇,JRA認定フレッシュ(新馬),5,4,3,服部茂史,ダ1000,良,1:02.8
モリデンマグマ,2021/01/07,笠松,曇,長谷川満31年目スタ,9,1,1,向山牧,ダ1400,良,1:30.7
モリデンマグマ,2020/12/29,笠松,晴,サラ系C15組,3,4,6,向山牧,ダ1400,良,1:29.9
モリデンマグマ,2020/12/15,笠松,雨,サラ系C18組,7,1,5,向山牧,ダ1400,良,1:31.2
モリデンマグマ,2020/12/02,笠松,晴,オリオン特別,7,6,5,向山牧,ダ1600,良,1:44.8
モリデンマグマ,2020/11/05,笠松,晴,サラ系C21組,7,1,1,向山牧,ダ1400,良,1:31.3
モリデンマグマ,2020/10/22,笠松,曇,サラ系C21組,9,1,2,藤原幹生,ダ1400,良,1:31.8
モリデンマグマ,2020/10/08,笠松,雨,サラ系C22組,6,2,2,吉井友彦,ダ1400,不,1:31.1
モリデンマグマ,2020/09/22,笠松,晴,小原大開杯・立路&く,3,4,1,向山牧,ダ1400,良,1:29.4
モリデンマグマ,2020/08/04,船橋,晴,3歳三　四,4,13,10,福原杏,ダ1500,良,1:38.5
モリデンマグマ,2020/07/20,船橋,晴,3歳五　六,8,8,10,矢野貴之,ダ1200,稍,1:18.7
モリデンマグマ,2020/06/17,船橋,晴,3歳六,6,2,11,矢野貴之,ダ1200,稍,1:19.1
モリデンマグマ,2020/05/07,船橋,晴,3歳七,5,4,4,矢野貴之,ダ1200,稍,1:17.4
モリデンマグマ,2020/04/01,船橋,雨,3歳七,5,3,7,矢野貴之,ダ1200,不,1:17.8
モリデンマグマ,2019/11/06,門別,曇,2歳3組,5,12,10,岩橋勇二,ダ1200,良,1:17.6
モリデンマグマ,2019/10/23,門別,晴,2歳3組,2,11,8,阿部龍,ダ1200,良,1:17.2
モリデンマグマ,2019/10/09,門別,晴,2歳3組,4,8,11,阿部龍,ダ1200,不,1:15.6
モリデンマグマ,2019/09/26,門別,晴,2歳3組,6,5,7,阿部龍,ダ1700,重,1:53.3
モリデンマグマ,2019/09/10,門別,晴,2歳未勝利(未勝利),6,4,1,阿部龍,ダ1600,良,1:45.8
モリデンマグマ,2019/08/27,門別,晴,2歳未勝利(未勝利),7,4,4,阿部龍,ダ1600,稍,1:47.5
モリデンマグマ,2019/06/27,門別,曇,2歳未勝利(未勝利),3,2,4,阿部龍,ダ1200,良,1:16.9
モリデンマグマ,2019/06/06,門別,曇,JRA認定アタックチ(未勝利),8,5,4,阿部龍,ダ1200,稍,1:16.5
モリデンマグマ,2019/05/21,門別,雨,JRA認定フレッシュ(新馬),7,5,4,石川倭,ダ1000,不,1:02.7
モリデンリバー,2021/04/29,門別,曇,ワンアンドオンリー賞,12,6,9,桑村真明,ダ1700,良,1:54.1
モリデンリバー,2020/08/20,大井,晴,3歳　295万,6,3,7,矢野貴之,ダ1600,良,1:43.8
モリデンリバー,2020/06/03,大井,曇,3歳　275万,5,2,5,矢野貴之,ダ1600,良,1:44.0
モリデンリバー,2019/11/07,門別,曇,ブロッサムカップ〔H(G),12,1,6,石川倭,ダ1700,稍,1:51.5
モリデンリバー,2019/10/09,門別,晴,JRA認定ウィナーズ,2,1,2,石川倭,ダ1800,不,1:55.7
モリデンリバー,2019/09/26,門別,晴,2歳3組,8,1,1,石川倭,ダ1700,重,1:50.5
モリデンリバー,2019/09/12,門別,晴,JRA認定ウィナーズ,4,1,3,石川倭,ダ1700,稍,1:51.5
モリデンリバー,2019/08/27,門別,晴,2歳未勝利(未勝利),1,1,1,石川倭,ダ1600,稍,1:44.8
モリデンリバー,2019/08/15,門別,曇,JRA認定アタックチ(未勝利),10,2,3,石川倭,ダ1200,稍,1:14.7
モリデンリバー,2019/07/30,門別,晴,JRA認定アタックチ(未勝利),11,2,4,石川倭,ダ1200,良,1:14.7
モリデンリバー,2019/07/10,門別,曇,JRA認定アタックチ(未勝利),2,2,2,石川倭,ダ1000,良,1:02.2
モリデンリバー,2019/06/12,門別,曇,JRA認定アタックチ(未勝利),5,3,2,石川倭,ダ1000,良,1:02.3
モリデンリバー,2019/05/21,門別,雨,JRA認定フレッシュ(新馬),5,4,3,石川倭,ダ1000,不,1:02.8
シゲルハクチョウザ,2021/04/24,1新潟5,晴,4歳以上1勝クラス,7,9,13,秋山稔樹,ダ1200,良,1:14.0
シゲルハクチョウザ,2021/03/15,船橋,晴,マーチスプリント,1,2,2,山崎誠士,ダ1200,稍,1:14.6
シゲルハクチョウザ,2021/03/05,川崎,曇,姫金魚草賞,2,4,2,山崎誠士,ダ1400,良,1:29.1
シゲルハクチョウザ,2021/01/28,川崎,雨,C1一　二三,10,2,2,山崎誠士,ダ1400,重,1:31.4
シゲルハクチョウザ,2021/01/03,川崎,晴,恵比寿天賞,8,1,4,山崎誠士,ダ1400,良,1:31.3
シゲルハクチョウザ,2020/12/15,川崎,晴,明治記念大磯邸園賞,5,1,1,山崎誠士,ダ1400,良,1:30.4
シゲルハクチョウザ,2020/11/09,川崎,曇,C2一　二三,10,1,1,山崎誠士,ダ1400,良,1:30.5
シゲルハクチョウザ,2020/10/14,川崎,曇,C2四　五六,11,3,1,山崎誠士,ダ1400,稍,1:30.3
シゲルハクチョウザ,2020/09/06,2札幌8,晴,3歳未勝利,8,9,11,加藤祥太,ダ1000,良,1:01.6
シゲルハクチョウザ,2020/08/29,2札幌5,曇,3歳未勝利,12,8,3,加藤祥太,ダ1000,良,1:00.0
シゲルハクチョウザ,2020/07/25,1札幌1,曇,3歳未勝利,5,10,10,加藤祥太,ダ1700,良,1:48.2
シゲルハクチョウザ,2020/07/05,2函館2,曇,3歳未勝利,6,13,5,柴山雄一,ダ1700,良,1:47.4
シゲルハクチョウザ,2020/06/14,1函館2,曇,3歳未勝利,8,12,9,柴山雄一,ダ1700,良,1:49.1
シゲルハクチョウザ,2020/02/15,1小倉9,曇,3歳未勝利,2,8,8,亀田温心,ダ1000,重,1:00.2
